org_id,req
dod,"The Casper Weinberger sentencing memorandum, re Jonathan Pollard as described in the article transmitted with this request. "
dod,"The Central Personnel Data File from 1973 to the Nov. 7, 2014 (see details listed) "
dod,"The Charge Card Management Plans from each executive agency required to be submitted to the OMB by January 31,2014 (see listed details, items 2-3) "
dod,"The dataset created from the Military Family Life Project for 2012 (if 2012 is not available, provide access Project data from 2011 or 2010) (Date Range for Record Search: From 01/01/2010 To 07/31/2015) "
dod,The date range of request between 01/01/2013 and 8/19/2015 Contractor reliance risk assessments and risk mitigation plans developed by CENTCOM since 2013. 
dod,The December 2014 Selected Acquisition Report (SAR) for the Joint Light Tactical Vehicle (JLTV) Program (Date Range for Record Search: From 12/01/2014 To 06/23/2015) 
dod,"The Defense Equal Opportunity Management Institute (DEOMI) Records related to: (1) DEOMI E-Learning course 305, ""Prejudice and Discrimination,"" including, but not limited to, course materials as posted prior to April 7, 2015, revised course materials, and sources used in preparing the course; (2) DEOMI E-Learning course 310, ""Racism,"" including, but not limited to, course materials as posted prior to April 7, 2015, revised course materials, and sources used in preparing the course; and (3) DEOMI E-Learning course 320, ""Sexism,"" including, but not limited to, course materials as posted prior to April 7, 2015, revised course materials, and sources used in preparing the course "
dod,"The Department of Defense Office of Inspector General (DODIG) classified report 2015-171 entitled: ""Investigative Results of a Questionable Intelligence Activity"" "
dod,"The Department of Defense Office of Inspector General (DODIG) classified report 2015-175 entitled: ""Evaluation of Combined Joint Interagency Task Force-Syria vetting Process for New Syrian Forces."" "
dod,The Department of Defense quarterly Selected Acquisition Reports (SAR) submitted to Congress for the following programs: Joint Light Tactical Vehicle (JLTV); DDG51; DDG 1000; Littoral Combat Ship (LCS); LCS Mission Modules; and SSN 774 
dod,The Department's file on [                    ]
dod,"The document I am seeking are (1) The record which concluded to need 22.5 degrees downwind as an Stand off zone, as shown in the way FOIA 14-F-0246 final Response Power point file. (2) The document which shows the reason US DoD decided 50 NM circle as an Stand off zone criteria. In item 2, I want to know what makes the difference of Stand off zone criteria between US DoD and USNRC which made 50 miles ( just 80 km ) as stand off area. "
dod,"The DoD CIO a list of all Special Studies (FN 102-19) from January 1, 2009 to the present (Date Range for Record Search: From 01/01/2009 To 09/24/2015) "
dod,The DoD CIO: a list of all Special Studies (FN 102-19) (Date Range for Record Search: From 01/01/2013 To 10/13/2014) 
dod,The DoD FOIA website currently has the Selected Acquisition Report (SAR) Summary tables recently posted. The DoD FOIA website also provides the individual SARs for each Major Defense Acquisition Program (MDAP) for 2012. We would like to secure copies of the individual MDAP SARs for 2013. (Date Range for Record Search: From 01/01/2013 To 12/31/2013) 
dod,"The following documents, as referenced in the following publication (J3M 1899-85) SM-48-84, 24 January 1984, ""The JCS-Directed and JCS- Coordinated Exercise Program."" SM-769-85, 15 November 1985, ""Continuity of Operations Plan for the Joint Chiefs of Staff (COOP-JCS)"" Please include all reasonably segregable material. "
dod,"The following information is requested in regards to the Defense Suicide Event Report (DoDSER) System: 1. Any records collected by the Department of Defense and the individual branches of the U.S. Armed Forces, including but not limited to, suicides, suicide attempts, suicide-related behaviors, deliberate self-harm and suicidal ideation. 2. Any analysis and reports or records compiled by the Department of Defense and the individual branches of the U.S. Armed Forces to examine collected data. 3. Records from FY2009 through FY2014, including but not limited to, changes in policy, directives, guidance, reporting and investigation of suicides and suicide attempts. (Date Range for Record Search: From 01/01/2009 To 12/17/2014) "
dod,"The full report to the Undersecretary of Defense for Acquisition, Technology and Logistics including all annexes under the subject heading “Observations on the Marine Corps F-35B Demonstration on USS Wasp” dated July 22, 2015. (Date Range for Record Search: From 06/01/2015 To 08/04/2015) "
dod,The Institute for Defense Analyses report (recently completed) that includes an analysis of the Information Value Chain (JVC) report authored by Dr. Paul Cole while he worked at the Joint POW/MIA Accounting Command (JPAC) 
dod,The January 1964 version of DOD instruction 5410.16 titled: Procedures for DoD Assistance on Production of Non-Government Motion Pictures and Television Programs. 
dod,"The list of all USO tours that took place in the year 2014, including the name of the performer, the dates of performance, the location (s) of performance, and all other available segregable date. "
dod,"The log for all FOIA requests submitted to DARPA headquarters and the regional offices from January 1,2005 to the present. "
dod,The Medal of Honor application submitted on behalf of Major James Capers Jr 
dod,"The Memorandums (Memos) that the Secretary of Defense gave to President Barrack Obama concerning the Terrorist Organization known as ISEL"" and ""ISIS"": I seek information about their strength and weaknesses (see details listed) "
dod,The most recent comprehensive subcontracting plan submitted by GE aviation for participation in the Comprehensive Subcontracting plan test Program through the Department of Defense. 
dod,"The most recent copy of the annual report to Congress on the Regional Defense Combating Terrorism Fellowship Program, required by Section 2249c(c) of Title 10, U.S. Code. The most recent was due on December 1, 2011 "
dod,"The most recent two copies of the annual report to Congress on Special Operations Forces Training With Friendly Foreign Forces, required by Section 2011(e) of Tide 10, U.S. Code. The report covering fiscal year 2013 was due on April 1, 2014, and the report covering fiscal year 2014 was due on April 1, 2015 "
dod,"The number of ""HotPlug"" forensic power override devices or equivalent in use or purchased by the agency. This is to include official CRU(r) WiebeTech(r) HotPlug(tm) systems or equivalent forensic power override systems by other suppliers (include processing notes for this request) "
